,pos_caption,neg_caption,pos_image_id,pos_subject,pos_verb,pos_object,neg_verb,pos_matched_tense,neg_matched_tense
33954,The person looks sharp and is dressed smartly.,the person shows sharp and is dressed smartly.,11784,person,look,dress,show,looks, shows
33955,The fishermen prepare a net.,the fishermen cast a net.,10085,fisherman,prepare,net,cast,prepare, cast
33958,A man is walking across a bridge made of wood.,a man is cutting across a bridge made of wood.,8117,man,walk,wood,cut,walking, cutting
33959,A woman is cutting bread,a woman is buying bread,12377,woman,cut,bread,buy,cutting, buying
33960,A girl is lying on a rock.,a girl is climbing on a rock.,6898,girl,lie,rock,climb,lying, climbing
33961,A mother playing with her boy.,a mother feeding with her boy.,8202,mother,play,boy,feed,playing, feeding
33962,A man jumps over the White House fence.,a man stands over the white house fence.,8584,man,jump,fence,stand,jumps, stands
33963,The person leads the horse.,the person sits the horse.,11856,person,lead,horse,sit,leads, sits
33964,Fans holding a flag.,fans displaying a flag.,6595,fan,hold,flag,display,holding, displaying
33965,A person sitting in a garden.,a person looking in a garden.,6915,person,sit,garden,look,sitting, looking
33966,A person holds a one-dollar bill.,a person shows a one-dollar bill.,4464,person,hold,one,show,holds, shows
33967,A man leaning on a wall,a man walking on a wall,9721,man,lean,wall,walk,leaning, walking
33968,A man leaning on a tree,a man climbing on a tree,6320,man,lean,tree,climb,leaning, climbing
33969,A man looks at his phone.,a man speaks at his phone.,12764,man,look,phone,speak,looks, speaks
33970,People play during the day,people attend during the day,6026,person,play,day,attend,play, attend
33971,A man holding a fish.,a man buying a fish.,7418,man,hold,fish,buy,holding, buying
33973,A cup stand attaches to a table.,a cup sit attaches to a table.,8356,cup,stand,table,sit,stand, sit
33975,this person sits by the river,this person heads by the river,7838,person,sit,river,head,sits, heads
33977,People enjoying the park.,people sitting the park.,9621,person,enjoy,park,sit,enjoying, sitting
33978,A boy runs in the park.,a boy stands in the park.,10173,boy,run,park,stand,runs, stands
33979,A family sitting on the floor together,a family laying on the floor together,7993,family,sit,floor,lay,sitting, laying
33980,man sit the floor,man lie the floor,8712,man,sit,floor,lie,sit, lie
33981,The father walks with his child in the park.,the father sits with his child in the park.,10867,father,walk,park,sit,walks, sits
33982,A person celebrates a ceremony.,a person enters a ceremony.,13777,person,celebrate,ceremony,enter,celebrates, enters
33984,A woman leans against a wall,a woman climbs against a wall,13376,woman,lean,wall,climb,leans, climbs
33985,A person is serving a volleyball to another person.,a person is receiving a volleyball to another person.,5339,person,serve,person,receive,serving, receiving
33986,Children running on the beach.,children standing on the beach.,11834,child,run,beach,stand,running, standing
33987,A woman looks out at the coast.,a woman stretches out at the coast.,5727,woman,look,coast,stretch,looks, stretches
33988,A man is jogging in the park.,a man is standing in the park.,11433,man,jog,park,stand,jogging, standing
33989,A man sits in bed.,a man lays in bed.,7694,man,sit,bed,lay,sits, lays
33990,A woman stands below a bridge,a woman runs below a bridge,8845,woman,stand,bridge,run,stands, runs
33991,A family lying in bed.,a family sitting in bed.,11627,family,lie,bed,sit,lying, sitting
33992,The couple cuddles under the water.,the couple kisses under the water.,8463,couple,cuddle,water,kiss,cuddles, kisses
33994,A mother sitting on the beach.,a mother walking on the beach.,10160,mother,sit,beach,walk,sitting, walking
33996,Artists performing at a celebration.,artists attending at a celebration.,10687,artist,perform,celebration,attend,performing, attending
33997,The puppy stands in the background.,the puppy lies in the background.,5048,puppy,stand,background,lie,stands, lies
33998,mother hold her sons hand,mother play her sons hand,5263,mother,hold,son,play,hold, play
33999,A player congratulates another player.,a player runs another player.,7945,player,congratulate,player,run,congratulates, runs
34000,A tree fallen in the road.,a tree blocked in the road.,5271,tree,fall,road,block,fallen, blocked
34001,the girl stands in the puddle,the girl jumps in the puddle,10340,girl,stand,puddle,jump,stands, jumps
34002,Girls are standing in a classroom.,girls are sitting in a classroom.,11349,girl,stand,classroom,sit,standing, sitting
34003,A team player runs in the game.,a team player takes in the game.,5402,team,run,game,take,runs, takes
34005,These actors were part of the cast and this picture was taken on the set.,these actors were part of the see and this picture was taken on the set.,12896,actor,cast,set,see,cast, see
34006,the teacher and student pose on camera,the teacher and student read on camera,8880,teacher,pose,student,read,pose, read
34007,A girl combs her hair.,a girl shakes her hair.,6896,girl,comb,hair,shake,combs, shakes
34008,Player practicing in his confrence,player posing in his confrence,10831,player,practice,conference,pose,practicing, posing
34010,A woman riding on a bicycle,a woman pushing on a bicycle,13780,woman,ride,bicycle,push,riding, pushing
34011,A woman looking at a lake.,a woman kayaking at a lake.,10731,woman,look,lake,kayak,looking, kayaking
34012,A person sits on a bridge.,a person stands on a bridge.,5449,person,sit,bridge,stand,sits, stands
34013,The team is standing in a line to shoot a team photo.,the team is standing in a score to shoot a team photo.,8887,team,line,team,score,line, score
34014,A dog sits back.,a dog lies back.,13781,dog,sit,back,lie,sits, lies
34015,An actor sits and reads lines with another actor.,an actor looks and reads lines with another actor.,6582,actor,sit,actor,look,sits, looks
34016,A person presses a put against his neck moments before taking the shot.,a person presses a take against his neck moments before taking the shot.,9552,person,put,shot,take,put, take
34018,The actor models in her white spotted dress.,the actor models in her white chose dress.,8074,actor,spot,dress,choose,spotted, chose
34019,A person standing on a snowy road,a person enjoying on a snowy road,11428,person,stand,snow,enjoy,standing, enjoying
34020,girl plays with dog,girl holds with dog,9509,girl,play,dog,hold,plays, holds
34021,The businessman stands with his hand in his pocket.,the businessman shakes with his hand in his pocket.,12319,businessman,stand,hand,shake,stands, shakes
34022,The fisherman stands on the boat,the fisherman pulls on the boat,8969,fisherman,stand,boat,pull,stands, pulls
34023,Dog lies on the ground with a pink background.,dog sits on the ground with a pink background.,7619,dog,lie,background,sit,lies, sits
34024,A child is playing in the street.,a child is parading in the street.,7046,child,play,street,parade,playing, parading
34026,The groom puts a ring on her finger.,the groom places a ring on her finger.,4720,groom,put,ring,place,puts, places
34027,A dog is lying on the beach.,a dog is lying on the beach.,7708,dog,lay,beach,walk,No match,
34028,A mother sits in bed.,a mother lies in bed.,9369,mother,sit,bed,lie,sits, lies
34029,The woman carried the surfboard.,the woman held the surfboard.,5528,woman,carry,surfboard,hold,carried, held
34030,Person flying on an airplane,person jumping on an airplane,7154,person,fly,air,jump,flying, jumping
34032,Women jogging in snow.,women lying in snow.,4589,woman,jog,snow,lie,jogging, lying
34034,The players scrambled for the ball.,the players cleared for the ball.,13056,player,scramble,ball,clear,scrambled, cleared
34036,She runs on the beach in a dress,she walks on the beach in a dress,10633,dress,run,beach,walk,runs, walks
34037,A woman is paddling the boat.,a woman is sitting the boat.,5374,woman,paddle,boat,sit,paddling, sitting
34038,The person rides a bike in the event.,the person runs a bike in the event.,6769,person,ride,event,run,rides, runs
34039,Fishermen are pulling their net.,fishermen are preparing their net.,7538,fisherman,pull,net,prepare,pulling, preparing
34040,A man is jumping off a cliff.,a man is standing off a cliff.,9386,man,jump,cliff,stand,jumping, standing
34041,An athlete wins an event.,an athlete runs an event.,6729,athlete,win,event,run,wins, runs
34042,A man pours some water into a glass.,a man sits some water into a glass.,7575,man,pour,water,sit,pours, sits
34043,A person posts a photo of someone who died,a person smiles a photo of someone who died,6873,person,post,photo,smile,posts, smiles
34044,A person drives a boat.,a person waves a boat.,8094,person,drive,boat,wave,drives, waves
34045,A person plays a game where he swings at a ball.,a person vies a game where he swings at a ball.,13022,person,play,ball,vie,plays, vies
34046,Two businessmen shaking hands.,two businessmen showing hands.,12872,businessman,shake,hand,show,shaking, showing
34048,A player is holding his hips during a league match.,a player is celebrating his hips during a league match.,5236,player,hold,league,celebrate,holding, celebrating
34049,A person works with people.,a person sings with people.,10995,person,work,person,sing,works, sings
34050,An athlete blocks the shot.,an athlete plays the shot.,11958,athlete,block,shot,play,blocks, plays
34051,A man holds a piece of paper.,a man writes a piece of paper.,8213,man,hold,paper,write,holds, writes
34053,Player playing ball on a clear day,player playing ball on a catch day,9912,player,clear,ball,catch,clear, catch
34054,the players jump for the ball,the players chip for the ball,7616,player,jump,ball,chip,jump, chip
34057,A girl stares at the camera.,a girl holds at the camera.,10963,girl,stare,camera,hold,stares, holds
34058,A man sitting at a table.,a man standing at a table.,9499,man,sit,table,stand,sitting, standing
34060,person see a street,person drink a street,13696,person,see,street,drink,see, drink
34061,A boat is being pulled onto the shore.,a boat is being stood onto the shore.,8135,boat,pull,shore,stand,pulled, stood
34062,A firefighter is being lit by the light of a backfire,a firefighter is being set by the light of a backfire,4886,firefighter,light,backfire,set,lit, set
34064,A woman washes her hands.,a woman stands her hands.,11724,woman,wash,hand,stand,washes, stands
34065,The mother plays with the daughter.,the mother takes with the daughter.,5811,mother,play,daughter,take,plays, takes
34066,A boy stands in water.,a boy walks in water.,5334,boy,stand,water,walk,stands, walks
34067,The person walks through the garden.,the person sits through the garden.,6641,person,walk,garden,sit,walks, sits
34068,A girl is standing in the sand.,a girl is standing in the sand.,4482,girl,run,sand,play,No match,
34070,A person wades in the water.,a person walks in the water.,4474,person,wade,water,walk,wades, walks
34071,A man runs in a wood.,a man cuts in a wood.,7467,man,run,wood,cut,runs, cuts
34072,A man lies in bed.,a man sits in bed.,9476,man,lie,bed,sit,lies, sits
34073,A species gallops on grass,a species lies on grass,7482,species,gallop,grass,lie,gallops, lies
34074,A man runs on a mountain.,a man climbs on a mountain.,4984,man,run,mountain,climb,runs, climbs
34076,A girl playing on the beach,a girl enjoying on the beach,5876,girl,play,beach,enjoy,playing, enjoying
34077,A person sits next to a building.,a person walks next to a building.,8488,person,sit,building,walk,sits, walks
34078,A tree growing in the middle of a road,a tree blocking in the middle of a road,9733,tree,grow,road,block,growing, blocking
34079,A man showing how to tuck in a dress shirt.,a man showing how to tuck in a wash shirt.,5906,man,dress,clothes,wash,dress, wash
34080,A girl sits on a bed.,a girl lays on a bed.,5019,girl,sit,bed,lay,sits, lays
34081,Two women shake hands.,two women raise hands.,9950,woman,shake,hand,raise,shake, raise
34082,mother hold her sons hand,mother hug her sons hand,5263,mother,hold,son,hug,hold, hug
34083,A woman sits on a mat.,a woman lies on a mat.,7117,woman,sit,mat,lie,sits, lies
34084,A bicycle leans against a railing.,a bicycle locks against a railing.,8348,bicycle,lean,railing,lock,leans, locks
34085,A couple are walking through a field.,a couple are standing through a field.,4741,couple,walk,field,stand,walking, standing
34086,A person stands with a dog.,a person brings with a dog.,13139,person,stand,dog,bring,stands, brings
34087,A boy stands in a field.,a boy plays in a field.,12750,boy,stand,field,play,stands, plays
34089,Women holding a surfboard.,women lying a surfboard.,12425,woman,hold,surfboard,lie,holding, lying
34090,A woman lies in the snow.,a woman walks in the snow.,7080,woman,lie,snow,walk,lies, walks
34092,A child climbing a tree.,a child planting a tree.,5524,child,climb,tree,plant,climbing, planting
34093,This lovely person is dressed in a dress.,this lovely person is made in a dress.,13594,person,dress,dress,make,dressed, made
34094,A girl studies at the library,a girl stands at the library,9300,girl,study,library,stand,studies, stands
34095,A man sits on a cliff.,a man climbs on a cliff.,13601,man,sit,cliff,climb,sits, climbs
34096,A man swims in the lake.,a man walks in the lake.,8985,man,swim,lake,walk,swims, walks
34097,A bride is walking at her wedding.,a bride is getting at her wedding.,6668,bride,walk,wedding,get,walking, getting
34098,A person dancing at an event.,a person posing at an event.,8748,person,dance,event,pose,dancing, posing
34099,A man drives a horse and carriage.,a man leads a horse and carriage.,10750,man,drive,horse,lead,drives, leads
34100,The person plays a game.,the person scores a game.,7292,person,play,game,score,plays, scores
34102,A girl sits on a bridge,a girl stands on a bridge,6446,girl,sit,bridge,stand,sits, stands
34103,A man walks two dogs.,a man plays two dogs.,5430,man,walk,dog,play,walks, plays
34104,Two people saw down a tree.,two people rest down a tree.,6214,person,saw,tree,rest,saw, rest
34105,Animals jump out of the water.,animals run out of the water.,8667,animal,jump,water,run,jump, run
34106,A person jumps in front of a background.,a person walks in front of a background.,10110,person,jump,background,walk,jumps, walks
34107,Players are performing before a match.,players are moving before a match.,10260,player,perform,match,move,performing, moving
34108,A person sitting in bed holding a pill.,a person lying in bed holding a pill.,12791,person,sit,bed,lie,sitting, lying
34109,"""Sit on the hood of the car, honey, and we will share a couple glasses of wine.""","""sit on the hood of the car, honey, and we will share a couple glasses of wine.""",8439,couple,sit,car,ride,No match,
34110,A boat bobbing on a wave.,a boat rocking on a wave.,12963,boat,bob,wave,rock,bobbing, rocking
34111,The artist arrives at the celebration.,the artist attends at the celebration.,11407,artist,arrive,celebration,attend,arrives, attends
34115,A dog is jumping in the water.,a dog is playing in the water.,12072,dog,jump,water,play,jumping, playing
34116,A person rests on the beach.,a person crowds on the beach.,11120,person,rest,beach,crowd,rests, crowds
34117,A woman walks by the ocean.,a woman sits by the ocean.,6314,woman,walk,ocean,sit,walks, sits
34118,A woman prepares the table for baking.,a woman sets the table for baking.,5410,woman,prepare,table,set,prepares, sets
34119,are those players starching at practice?,are those players starching at practice?,6054,player,stretch,practice,take,No match,
34120,the doctor talks to the patient,the doctor looks to the patient,13791,doctor,talk,patient,look,talks, looks
34121,Trees grow in a forest.,trees cut in a forest.,12808,tree,grow,forest,cut,grow, cut
34122,Ducks walk by the pond.,ducks swim by the pond.,10171,duck,walk,pond,swim,walk, swim
34123,A Woman floats at sea.,a woman sits at sea.,6356,woman,float,sea,sit,floats, sits
34124,A girl stares at the camera.,a girl holds at the camera.,10963,girl,stare,camera,hold,stares, holds
34125,The hand counts the money,the hand grabs the money,13172,hand,count,money,grab,counts, grabs
34126,Children are enjoying the snow.,children are running the snow.,13417,child,enjoy,snow,run,enjoying, running
34127,A woman makes bread.,a woman cuts bread.,11504,woman,make,bread,cut,makes, cuts
34128,People are pulling a boat onto a beach,people are arriving a boat onto a beach,5918,boat,pull,beach,arrive,pulling, arriving
34129,A man is leading a horse.,a man is riding a horse.,7868,man,lead,horse,ride,leading, riding
34133,a person in the office shall stand,a person in the office shall walk,4916,person,stand,office,walk,stand, walk
34134,A bride throwing a bouquet.,a bride holding a bouquet.,7452,bride,throw,bouquet,hold,throwing, holding
34135,An actor appearing for a show,an actor posing for a show,11385,actor,appear,show,pose,appearing, posing
34136,A girl walking along the seashore.,a girl sitting along the seashore.,9191,girl,walk,seashore,sit,walking, sitting
34137,Boys sit on a bed.,boys lie on a bed.,10016,boy,sit,bed,lie,sit, lie
34138,The man sells flowers.,the man gives flowers.,11340,man,sell,flower,give,sells, gives
34139,A woman sitting on the stairs.,a woman walking on the stairs.,9649,woman,sit,stair,walk,sitting, walking
34142,A person displays a flag on the ground.,a person poses a flag on the ground.,9342,person,display,flag,pose,displays, poses
34143,the women sit in the hill,the women stand in the hill,7078,woman,sit,hill,stand,sit, stand
34144,A hand grabs the money.,a hand holds the money.,6854,hand,grab,money,hold,grabs, holds
34145,the glasses fogged up,the glasses fogged up,8186,person,wear,glass,pour,No match,
34146,the woman dances in the background.,the woman smiles in the background.,6403,woman,dance,background,smile,dances, smiles
34147,A women runs next to the shore.,a women sits next to the shore.,10847,woman,run,shore,sit,runs, sits
34148,A person in sunglasses stands on the beach appearing to hold another person in her hand.,a person in sunglasses sunbathes on the beach appearing to hold another person in her hand.,9986,person,stand,beach,sunbathe,stands, sunbathes
34149,A man in a car drives down a road.,a man in a car jogs down a road.,4967,man,drive,road,jog,drives, jogs
34150,The man is cleaning his car.,the man is riding his car.,6687,man,clean,car,ride,cleaning, riding
34151,woman walk in the village,woman stand in the village,12857,woman,walk,village,stand,walk, stand
34152,A kitten is walking on the grass.,a kitten is lying on the grass.,7456,kitten,walk,grass,lie,walking, lying
34153,A man stands in an office.,a man talks in an office.,12629,man,stand,office,talk,stands, talks
34154,A woman jumping on the beach.,a woman stretching on the beach.,7651,woman,jump,beach,stretch,jumping, stretching
34155,the woman makes bread,the woman buys bread,11129,woman,make,bread,buy,makes, buys
34156,A woman sits in the park.,a woman stands in the park.,8340,woman,sit,park,stand,sits, stands
34158,A girl crawls in the grass.,a girl lays in the grass.,9947,girl,crawl,grass,lay,crawls, lays
34159,A woman sitting by the sea.,a woman dancing by the sea.,7635,woman,sit,sea,dance,sitting, dancing
34160,A man sleeps at the table.,a man stands at the table.,7183,man,sleep,table,stand,sleeps, stands
34161,A person is standing in the middle of a crowd.,a person is looking in the middle of a crowd.,12704,person,stand,crowd,look,standing, looking
34162,A person pitches a ball.,a person jumps a ball.,6638,person,pitch,ball,jump,pitches, jumps
34163,A girl knocking on a door,a girl standing on a door,11100,girl,knock,door,stand,knocking, standing
34164,A woman stands in a meadow.,a woman walks in a meadow.,11690,woman,stand,meadow,walk,stands, walks
34165,the boy blew the balloon,the boy flew the balloon,7647,boy,blow,balloon,fly,blew, flew
34166,The celebrity goes to the gym.,the celebrity leaves to the gym.,12226,celebrity,go,gym,leave,goes, leaves
34167,A girl runs towards the background.,a girl smiles towards the background.,6786,girl,run,background,smile,runs, smiles
34168,A person is walking in the snow.,a person is being in the snow.,12069,person,walk,snow,be,walking, being
34169,A man crosses the river.,a man stands the river.,12974,man,cross,river,stand,crosses, stands
34170,A person dives for a touchdown,a person scores for a touchdown,12292,person,dive,touchdown,score,dives, scores
34172,The woman feeds the cat.,the woman plays the cat.,4980,woman,feed,cat,play,feeds, plays
34174,A person stands in the street,a person drinks in the street,10384,person,stand,street,drink,stands, drinks
34175,A puppy standing on a rock,a puppy sitting on a rock,12663,puppy,stand,rock,sit,standing, sitting
34176,A horse stands in a field,a horse walks in a field,5060,horse,stand,field,walk,stands, walks
34177,The girl sits on the bench.,the girl lies on the bench.,7203,girl,sit,bench,lie,sits, lies
34179,A person holding a one dollar bill.,a person looking a one dollar bill.,9663,person,hold,one,look,holding, looking
34181,The person played the block game.,the person played the compete game.,4909,person,block,game,compete,block, compete
34182,Children sitting next to a tree.,children standing next to a tree.,7422,child,sit,tree,stand,sitting, standing
34183,The girl stands on the bike.,the girl sits on the bike.,11511,girl,stand,bike,sit,stands, sits
34184,A man lies in bed.,a man sits in bed.,9476,man,lie,bed,sit,lies, sits
34185,A person sits in the flower on a bench.,a person picks in the flower on a bench.,11388,person,sit,flower,pick,sits, picks
34186,A boy washes a car.,a boy plays a car.,11862,boy,wash,car,play,washes, plays
34187,A player punts a ball.,a player handles a ball.,8557,player,punt,ball,handle,punts, handles
34188,A player celebrates with other players.,a player picks with other players.,10509,player,celebrate,player,pick,celebrates, picks
34189,A boy looking through glasses.,a boy holding through glasses.,8327,boy,look,glass,hold,looking, holding
34190,The person stands on the water.,the person jumps on the water.,10088,person,stand,water,jump,stands, jumps
34191,A man selling flowers.,a man picking flowers.,6695,man,sell,flower,pick,selling, picking
34192,The player celebrates winning the match.,the player runs winning the match.,13345,player,celebrate,match,run,celebrates, runs
34193,A father is carrying his daughter on his shoulders,a father is playing his daughter on his shoulders,11014,father,carry,daughter,play,carrying, playing
34194,A person being in the snow.,a person looking in the snow.,10832,person,be,snow,look,being, looking
34195,A player smiles during a game.,a player slides during a game.,9249,player,smile,game,slide,smiles, slides
34196,The person plays in the sand.,the person sits in the sand.,8659,person,play,sand,sit,plays, sits
34198,A woman sits with a blanket around her.,a woman lies with a blanket around her.,12511,woman,sit,blanket,lie,sits, lies
34200,Players playing on a field.,players kneeling on a field.,5597,player,play,field,kneel,playing, kneeling
34201,Footballers run for the ball.,footballers fight for the ball.,12997,footballer,run,ball,fight,run, fight
34202,A boy holds a fish,a boy catches a fish,13796,boy,hold,fish,catch,holds, catches
34203,Player hit a grand slam,player watch a grand slam,9014,player,hit,slam,watch,hit, watch
34206,Fans celebrating with the players.,fans saluting with the players.,7926,player,celebrate,fan,salute,celebrating, saluting
34207,A man dives in the water.,a man runs in the water.,7032,man,dive,water,run,dives, runs
34208,A man swimming in the sea.,a man walking in the sea.,12447,man,swim,sea,walk,swimming, walking
34209,The actors appear on the cover.,the actors look on the cover.,12613,actor,appear,cover,look,appear, look
34210,A man balances on half a ball.,a man plays on half a ball.,5948,man,balance,ball,play,balances, plays
34211,A child is playing in the street.,a child is parading in the street.,7046,child,play,street,parade,playing, parading
34212,A girl pulls a hand.,a girl washes a hand.,8511,girl,pull,hand,wash,pulls, washes
34213,The person is directing the player.,the person is leading the player.,10205,person,direct,player,lead,directing, leading
34214,The woman sits on the street.,the woman stands on the street.,5542,woman,sit,street,stand,sits, stands
34216,A man rides a horse,a man stands a horse,6451,man,ride,horse,stand,rides, stands
34217,NBA league pass to watch games.,nba league celebrate to watch games.,6621,team,pass,game,celebrate,pass, celebrate
34218,A man walks down the seashore.,a man stands down the seashore.,6280,man,walk,seashore,stand,walks, stands
34219,A man stands on a boat in the water.,a man walks on a boat in the water.,5926,man,stand,water,walk,stands, walks
34220,A team runs on a field.,a team walks on a field.,8061,team,run,field,walk,runs, walks
34221,A person pose with another person,a person feed with another person,10888,person,pose,person,feed,pose, feed
34222,A girl is splashed with some water.,a girl is swam with some water.,13632,girl,splash,water,swim,splashed, swam
34223,The car burned on the street.,the car sat on the street.,7510,car,burn,street,sit,burned, sat
34224,A couple lies on a couch.,a couple sits on a couch.,13148,couple,lie,couch,sit,lies, sits
34225,girl stand on the edge,girl sit on the edge,12308,girl,stand,edge,sit,stand, sit
34226,A person was hit in the city.,a person was pass in the city.,8558,person,hit,city,pass,hit, pass
34227,A woman jogs in the snow.,a woman stands in the snow.,7004,woman,jog,snow,stand,jogs, stands
34228,The woman the and dog are looking at the person holding the camera.,the woman the and dog are playing at the person holding the camera.,9056,person,look,dog,play,looking, playing
34230,A player celebrates an event.,a player poses an event.,6565,player,celebrate,event,pose,celebrates, poses
34231,A man sits on a ball.,a man kicks on a ball.,6604,man,sit,ball,kick,sits, kicks
34232,A person in a shirt holds his hands out.,a person in a shirt poses his hands out.,11677,person,hold,shirt,pose,holds, poses
34233,man carry a bicycle,man repair a bicycle,10386,man,carry,bicycle,repair,carry, repair
34234,A train approaches the station,a train departs the station,13799,train,approach,station,depart,approaches, departs
34235,A girl plays with a toy car.,a girl drives with a toy car.,4955,girl,play,car,drive,plays, drives
34236,A bride runs with her groom.,a bride approaches with her groom.,11248,bride,run,groom,approach,runs, approaches
34237,The couple hugs on the beach,the couple runs on the beach,11513,couple,hug,beach,run,hugs, runs
34238,the person walks near the river,the person swims near the river,9802,person,walk,river,swim,walks, swims
34240,A person using a canoe on a lake,a person using a look on a lake,12471,person,canoe,lake,look,canoe, look
34242,The woman talks on the cellphone.,the woman uses on the cellphone.,8166,woman,talk,cellphone,use,talks, uses
34243,Girls walk in a meadow.,girls run in a meadow.,12413,girl,walk,meadow,run,walk, run
34245,A person meets another person.,a person carries another person.,9295,person,meet,person,carry,meets, carries
34246,A person gets a ball while walking.,a person battles a ball while walking.,7186,person,get,ball,battle,gets, battles
34247,A couple sits on top of a car.,a couple stands on top of a car.,6372,couple,sit,car,stand,sits, stands
34248,A woman sitting on grass.,a woman lying on grass.,7007,woman,sit,grass,lie,sitting, lying
34249,Kittens sit in the grass.,kittens lie in the grass.,13800,kitten,sit,grass,lie,sit, lie
34250,Dogs run in the meadow.,dogs lie in the meadow.,11334,dog,run,meadow,lie,run, lie
34251,The bride smiles through the ceremony.,the bride gets through the ceremony.,12562,bride,smile,ceremony,get,smiles, gets
34252,A bartender pours a drink.,a bartender prepares a drink.,13801,bartender,pour,drink,prepare,pours, prepares
34253,A man pulling himself towards a boat.,a man riding himself towards a boat.,5090,man,pull,boat,ride,pulling, riding
34254,A woman uses a camera.,a woman walks a camera.,8652,woman,use,camera,walk,uses, walks
34255,A man standing in the forest.,a man jogging in the forest.,7676,man,stand,forest,jog,standing, jogging
34257,A woman carries a dog.,a woman hugs a dog.,8447,woman,carry,dog,hug,carries, hugs
34258,A mother lying near a sofa.,a mother sitting near a sofa.,5748,mother,lie,sofa,sit,lying, sitting
34259,A person writing a wave using the wind.,a person writing a walk using the wind.,10416,person,wave,wind,walk,wave, walk
34263,A person who fell down the stairs,a person who went down the stairs,4448,person,fall,stair,go,fell, went
34264,A fisherman standing in a boat,a fisherman sailing in a boat,8001,fisherman,stand,boat,sail,standing, sailing
34265,A dog lays on a beach.,a dog stands on a beach.,7251,dog,lay,beach,stand,lays, stands
34266,A person looks like their mother.,a person plays like their mother.,8003,person,look,mother,play,looks, plays
34267,A girl feeds some chickens outside.,a girl holds some chickens outside.,11066,girl,feed,chicken,hold,feeds, holds
34268,A person plays with a dog.,a person stands with a dog.,7546,person,play,dog,stand,plays, stands
34269,A person is posing with an award.,a person is receiving with an award.,7205,person,pose,award,receive,posing, receiving
34270,They play on the beach at sunset.,they stand on the beach at sunset.,11794,beach,play,sunset,stand,play, stand
34271,A fallen tree is blocking the road.,a fallen tree is growing the road.,9290,tree,block,road,grow,blocking, growing
34272,A couple sits on the floor.,a couple lies on the floor.,5079,couple,sit,floor,lie,sits, lies
34273,A dog runs in the snow.,a dog stands in the snow.,13473,dog,run,snow,stand,runs, stands
34274,A person goes into a forest.,a person snakes into a forest.,8314,person,go,forest,snake,goes, snakes
34275,People are crowding the beach.,people are jumping the beach.,5210,person,crowd,beach,jump,crowding, jumping
34276,A girl is walking on a bridge.,a girl is sitting on a bridge.,8405,girl,walk,bridge,sit,walking, sitting
34277,A boy stands in the lake,a boy jumps in the lake,9256,boy,stand,lake,jump,stands, jumps
34279,A person paint a picture,a person view a picture,4746,person,paint,picture,view,paint, view
34281,The person runs in the sea,the person floats in the sea,5089,person,run,sea,float,runs, floats
34282,"after scoring, this person celebrates in front of the other team.","after scoring, this person celebrates in front of the other team.",6122,person,score,team,lead,No match,
34283,A man exercising on the beach.,a man walking on the beach.,4539,man,exercise,beach,walk,exercising, walking
34284,Man is standing in front of window.,man is standing in front of window.,6497,man,look,window,sit,No match,
34285,A couple hugs each other around the tree.,a couple walks each other around the tree.,5083,couple,hug,tree,walk,hugs, walks
34286,A lamb lies in the field.,a lamb stands in the field.,8462,lamb,lie,field,stand,lies, stands
34287,A girl is going flower picking in a field.,a girl is sitting flower picking in a field.,10885,girl,go,field,sit,going, sitting
34288,A woman sits by the ocean.,a woman looks by the ocean.,8865,woman,sit,ocean,look,sits, looks
34289,A woman standing still on her bike.,a woman riding still on her bike.,13445,woman,stand,bicycle,ride,standing, riding
34290,A woman driving a boat.,a woman sitting a boat.,6277,woman,drive,boat,sit,driving, sitting
34291,A girl sitting in the field.,a girl going in the field.,7808,girl,sit,field,go,sitting, going
34292,They play on the beach at sunset.,they dance on the beach at sunset.,11794,beach,play,sunset,dance,play, dance
34294,An actor performs in a scene.,an actor acts in a scene.,12499,actor,perform,scene,act,performs, acts
34295,A couple are walking through a field.,a couple are standing through a field.,4741,couple,walk,field,stand,walking, standing
34296,A woman swims in water.,a woman lies in water.,12123,woman,swim,water,lie,swims, lies
34298,A girl crossing a street,a girl playing a street,12381,girl,cross,street,play,crossing, playing
34299,A girl talking on a smartphone.,a girl looking on a smartphone.,12753,girl,talk,smartphone,look,talking, looking
34300,A child climbing a tree.,a child decorating a tree.,5524,child,climb,tree,decorate,climbing, decorating
34302,A man whose face is painted,a man whose face is waved,8228,man,paint,flag,wave,painted, waved
34303,A woman sits near the street.,a woman sees near the street.,6612,woman,sit,street,see,sits, sees
34304,cross in the line,reach in the line,13807,athlete,cross,line,reach,cross, reach
34305,A woman sits on a balcony.,a woman looks on a balcony.,9265,woman,sit,balcony,look,sits, looks
34307,A woman sits on a man.,a woman hugs on a man.,11060,woman,sit,man,hug,sits, hugs
34308,A person takes a pictures of an event.,a person takes a works of an event.,12015,person,picture,event,work,pictures, works
34310,A girl is picking flowers.,a girl is smelling flowers.,8423,girl,pick,flower,smell,picking, smelling
34312,A girl floats in a pool.,a girl jumps in a pool.,13062,girl,float,pool,jump,floats, jumps
34313,A comedian poses with her award.,a comedian attends with her award.,6354,comedian,pose,award,attend,poses, attends
34314,The girl sits on a skateboard.,the girl holds on a skateboard.,10032,girl,sit,skateboard,hold,sits, holds
34315,Trump shaking hands with actor Vince Vaughn.,trump raising hands with actor vince vaughn.,7735,actor,shake,hand,raise,shaking, raising
